name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
monterrey,2023-04-18,29.1,17.2,23.2,29.5,17.2,23.3,17.4,72.9,0.1,100,4.17,rain,0,0,36,18.4,132,1010.2,56.5,15,265.3,22.7,8,60,2023-04-18T06:15:42,2023-04-18T19:05:53,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MMIO,E0076,F0561,76394099999,76394399999,remote"
monterrey,2023-04-19,30.2,20.7,24.9,32,20.7,25.2,19.3,73,0,0,0,,0,0,38.9,23.1,108.8,1010.2,85.4,10.1,229.2,19.6,9,75,2023-04-19T06:14:47,2023-04-19T19:06:22,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,F0561,76394099999,76394399999,remote"
monterrey,2023-04-20,31,21.3,25.6,32.3,21.3,26.1,20.3,74.9,0,0,0,,0,0,26.3,17.5,117.9,1010.8,73.9,9.5,248.6,21.4,8,75,2023-04-20T06:13:53,2023-04-20T19:06:51,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,E0076,F0561,MMMY,76394099999,MMAN,76394399999,remote"
monterrey,2023-04-21,35.5,22.1,27.4,34.5,22.1,27.4,18.6,64.4,0,0,0,,0,0,33.1,31.7,90.6,1012.5,48.2,10.2,266.3,22.9,8,60,2023-04-21T06:12:59,2023-04-21T19:07:21,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"MMIO,E0076,F0561,76394099999,76394399999,remote"
monterrey,2023-04-22,28.1,18.1,23.3,29.3,18.1,23.6,18.1,74,0,0,0,,0,0,51.1,22,119.8,1010.9,59.4,9.9,173.9,14.9,7,30,2023-04-22T06:12:06,2023-04-22T19:07:50,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,E0076,F0561,76394099999,76394399999,remote"
monterrey,2023-04-23,29.1,14.5,20.7,29.9,14.5,20.8,16.1,76.2,0,0,0,,0,0,37.1,35.3,353.5,1010.2,79.2,11.5,185,16.2,7,60,2023-04-23T06:11:14,2023-04-23T19:08:20,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,E0076,F0561,MMMY,76394099999,76394399999,remote"
monterrey,2023-04-24,18.4,12,15.8,18.4,12,15.8,13.6,87.4,0.2,100,8.33,rain,0,0,36,11.3,59.3,1015.6,93.7,10.3,42.8,3.6,2,10,2023-04-24T06:10:22,2023-04-24T19:08:49,0.15,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"MMIO,E0076,F0561,76394099999,76394399999,remote"
monterrey,2023-04-25,25.6,14.9,20.1,25.6,14.9,20.1,15.8,78.6,0.194,100,8.33,rain,0,0,33.1,20.2,129.3,1011.4,51.1,11.9,261.6,22.7,8,15,2023-04-25T06:09:31,2023-04-25T19:09:19,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMIO,E0076,F0561,76394099999,MMMY,76394399999,remote"
monterrey,2023-04-26,29.6,17.4,23.9,30,17.4,24.1,16.9,67,0,0,0,,0,0,30.2,22,129.9,1007.8,69.7,13.6,202.5,17.3,7,60,2023-04-26T06:08:41,2023-04-26T19:09:49,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,remote"
monterrey,2023-04-27,30.5,21.1,25.4,30,21.1,25.4,18.2,68.9,0,0,0,,0,0,33.1,25.9,17.6,1010.2,61.8,13.6,199.7,17.1,7,30,2023-04-27T06:07:52,2023-04-27T19:10:20,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,76394099999,76394399999"
monterrey,2023-04-28,31.1,19,25.4,32.6,19,25.8,18.1,67.9,0,0,0,,0,0,57.6,38.3,124.4,1008.6,23.9,15,219.3,18.7,8,75,2023-04-28T06:07:04,2023-04-28T19:10:50,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"MMIO,E0076,F0561,76394099999,MMMY,76394399999,remote"
